project,desc,assigned to,reported by,category,priority
Smart Jewel,diamond weight issue(urgent),sarika,reception,Support,V.Urgent
Smart Jewel,tag problem,krishna,reception,Tag,high
Smart Jewel,tag print problem,Sajeda,reception,Tag,high
Smart Jewel,finalize report not generate and peace not show(urgent),sarika,reception,Support,V.Urgent
Smart Jewel,excel import error,sarika,reception,Support,V.Urgent
Smart Jewel,item not save,krishna,reception,Support,V.Urgent
Smart Jewel,in report column add,drashti,reception,Report,high
Smart Jewel,quotation labour rate issue,Heta,reception,Report,high
Smart Jewel,make slide show,Sajeda,reception,Support,V.Urgent
Smart Jewel,software close,Heta,reception,Support,high
Smart Jewel,ask about tds entry,sarika,reception,Support,high
Smart Jewel,not take loss,shubham,reception,Support,V.Urgent
Smart Jewel,sale return issue,Sajeda,reception,Support,high
Smart Jewel,job work 2 peace floor issue,sarika,reception,Support,high
SJE Plus," Material Transfer book how to add stock,voucher",drashti,drashti,Support,high
Smart Jewel,node installation,Jagruti,reception,Installation,high
Smart Jewel,entry level problem,sarika,reception,Support,high
SJE Plus,account report gstr2 not show Giving Error Invalid Object Account,krishna,reception,bug,high
Smart Jewel,diamond not show in item details(urgent),sarika,reception,Support,V.Urgent
Smart Jewel,gst set,sarika,reception,Support,V.Urgent
Smart Jewel,gold weight not show,krishna,reception,Support,V.Urgent
Smart Jewel,daily transaction data problem,Sajeda,reception,Support,high
Smart Jewel,gold description wrong show,drashti,reception,Support,V.Urgent
Smart Jewel,bill delete problem,Heta,reception,Report,high
Smart Jewel,update issue,Jagruti,reception,Support,high
Smart Jewel,jewelry print out issue,drashti,reception,Report,V.Urgent
Smart Jewel,image problem,Sajeda,reception,Support,high
Smart Jewel,tag printing issue(urgent),Sajeda,reception,Support,high
Smart Jewel,invoice individual how to show,drashti,reception,Report,V.Urgent
Smart Jewel,direct baging report how to show,krishna,reception,bug,high
Smart Jewel,in invoice add item load issue,sarika,reception,Support,high
Smart Jewel,how to cancel order,krishna,reception,Support,high
Smart Jewel,balance sheet issue,krishna,reception,Support,high
Smart Jewel,bar code print not connect(Urgent),Heta,reception,Report,V.Urgent
Smart Jewel,bag number change,krishna,reception,Support,V.Urgent
Smart Jewel,user rights issue,Heta,reception,Support,high
Smart Jewel,in balance carat missing,Sajeda,reception,Support,V.Urgent
Smart Jewel,jewellery purchase gst no add and old year sale return issue,krishna,reception,Support,high
Smart Jewel,print error,drashti,reception,Report,V.Urgent
Smart Jewel,report changes,Jagruti,reception,Report,high
Smart Jewel,Installation,Jagruti,reception,Installation,high
Smart Jewel,software close,Jagruti,reception,Support,V.Urgent
Smart Jewel,diamond clarity issue,sarika,reception,Support,high
Smart Jewel,software close,Heta,reception,Support,high
Smart Jewel,order related problem,krishna,reception,Support,high
Smart Jewel,bulk design report how to show,sarika,reception,Support,V.Urgent
Smart Jewel,jewelry not show in purchase,krishna,reception,Support,V.Urgent
Smart Jewel,gst no.not show,Heta,reception,Report,high
Smart Jewel,make report ,Sajeda,reception,Report,high
Smart Jewel,installation,Heta,reception,Support,V.Urgent
Smart Jewel,packing list error,Sajeda,reception,Report,high
Smart Jewel,Ledger Report Issue,drashti,drashti,Report,high
Smart Jewel,tag and report issue,drashti,reception,Report,high
Smart Jewel,pdf not show,krishna,reception,Support,high
Smart Jewel,installation,krishna,reception,Installation,high
Smart Jewel,image path problem,sarika,reception,Support,V.Urgent
Smart Jewel,tolerance weight issue,krishna,reception,Support,high
Smart Jewel, jewelry gold issue,krishna,reception,Support,V.Urgent
Smart Jewel,sale bill making gross issue,krishna,reception,Support,high
Smart Jewel,style master import issue,sarika,reception,Support,high
Smart Jewel,tag problem,chiranjiv,reception,Tag,high
Smart Jewel,tag print company name remove,Heta,reception,Support,V.Urgent
Smart Jewel,ready jewelry purchase entry issue,krishna,reception,Support,high
Smart Jewel,invoice issue,Sajeda,reception,Report,V.Urgent
Smart Jewel,ask gst issue,krishna,reception,Support,high
Smart Jewel,software close,Sajeda,reception,Support,V.Urgent
Smart Jewel,order price change,Sajeda,reception,Support,high
Smart Jewel,jewelry sale issue,sarika,reception,Support,high
Smart Jewel,file not save,sarika,reception,Support,V.Urgent
Smart Jewel,book create,sarika,reception,Support,high
Smart Jewel,invoice print correction ,drashti,reception,Report,V.Urgent
Smart Jewel,jewelry sale error,Sajeda,reception,Support,high
Smart Jewel,item bag finalize issue(urgent),krishna,reception,Support,V.Urgent
Smart Jewel,Image Issue,Heta,Heta,Support,med
Smart Jewel,bag make issue,drashti,reception,Report,high
Smart Jewel,gold rate not show,Heta,reception,Report,high
Smart Jewel,Packing List Report Amount Not Show,krishna,reception,Report,V.Urgent
Smart Jewel,bank detail change(urgent),krishna,reception,Support,V.Urgent
Smart Jewel,ratio set (urgent),Sajeda,reception,Support,V.Urgent
SJE Plus,loss recovery option not show,krishna,reception,Support,high
Smart Jewel,cz voucher wrong show,drashti,reception,Report,high
Smart Jewel,sale wise report issue,Jagruti,reception,Report,high
SJE Plus,in voucher address and gst number not show(In sje plus),drashti,reception,Report,high
Smart Jewel,dcb mountain entry issue,vipul,reception,Support,high
Smart Jewel,making bill issue,Heta,reception,Report,high
Smart Jewel,quotation entry issue,sarika,reception,Support,V.Urgent
Smart Jewel,handling amount how to show,sarika,reception,Support,high
SJE Plus,in sje plus tag add ,drashti,reception,Tag,high
Smart Jewel,software close,Jagruti,reception,Support,high
Smart Jewel,report  show(urgent),drashti,reception,Report,V.Urgent
Smart Jewel,style master issue,Sajeda,reception,Support,V.Urgent
Smart Jewel,diamond quality add,sarika,reception,Support,high
Smart Jewel,export problem,Jagruti,reception,Support,high
Smart Jewel,node installation,sarika,reception,Installation,high
Smart Jewel,bill issue,drashti,reception,Report,V.Urgent
Smart Jewel,tag printing issue(urgent),krishna,reception,Support,high
Smart Jewel,quotation save error,drashti,reception,Report,high
Smart Jewel,ask jewelry stock,Jagruti,reception,Support,high
Smart Jewel,bag entry issue(urgent entry stop),krishna,reception,Support,V.Urgent
Smart Jewel,tag printing issue,Heta,reception,Support,V.Urgent
Smart Jewel,job cart printing issue,drashti,reception,Report,high
Smart Jewel,customize option add,drashti,reception,Support,high
Smart Jewel,style master issue,krishna,reception,Support,high
Smart Jewel,format issue,Jagruti,reception,Report,high
Smart Jewel,diamond stock show in mains(v.urgent),krishna,reception,Support,V.Urgent
Smart Jewel,sgst and igst issue,Heta,reception,Support,high
Smart Jewel,Dos Tag Procedure Changes ,krishna,reception,Support,high
Smart Jewel,Inward Purchase Images not show and material report changes,drashti,drashti,Report,med
Smart Jewel,Order Inward No Skipped Automatically,Heta,Heta,Support,V.Urgent
Smart Jewel,print not show and report not open,Heta,reception,Report,V.Urgent
Smart Jewel,software close,Jagruti,reception,Support,V.Urgent
Smart Jewel,sale return credit note issue,Heta,reception,Support,high
Smart Jewel,sketch number generate issue (Custom Procedure Changes),krishna,reception,New Req,high
Smart Jewel,tax not show proper,drashti,reception,Support,high
Smart Jewel,ask diamond issue report how to show,drashti,reception,Report,high
Smart Jewel,in excel and invoice price show different,drashti,reception,Support,high
Smart Jewel,in bill gst not show,Sajeda,reception,Report,high
Smart Jewel,dollar transaction issue,sarika,reception,Support,high
Smart Jewel,diamond weight  3 digit issue,sarika,reception,Support,high
Smart Jewel,Installation,Jagruti,reception,Installation,high
Smart Jewel,challan update,chiranjiv,reception,Support,high
Smart Jewel,cost price option not show,drashti,reception,Support,V.Urgent
Smart Jewel,software close,drashti,reception,Support,high
Smart Jewel,software error,krishna,reception,Support,high
Smart Jewel,software close,Heta,reception,Support,high
Smart Jewel,bagging log check issue,Sajeda,reception,Support,high
Smart Jewel,weight scale issue,Sajeda,reception,Support,high
Smart Jewel,hsn wrong show,drashti,reception,Report,high
Smart Jewel,New Bag Print Report Set As per mail ,drashti,drashti,Report,high
Smart Jewel,material - allow remove,krishna,reception,Support,high
Smart Jewel,style master number issue,Sajeda,reception,Support,high
Smart Jewel,software close,Jagruti,reception,Support,high
Smart Jewel,tag problem,krishna,reception,Support,high
Smart Jewel,tag print issue(urgent),Sajeda,reception,Report,high
Smart Jewel,mountain peace wrong show(urtgent),krishna,reception,Support,V.Urgent
Smart Jewel,diamond size not  show in tag,drashti,reception,Report,V.Urgent
Smart Jewel,Installation,sarika,reception,Installation,high
Smart Jewel,software slow,krishna,reception,Support,V.Urgent
Smart Jewel,report changes,drashti,drashti,Report,V.Urgent
Smart Jewel,print error,Sajeda,reception,Report,V.Urgent
Smart Jewel,bill path sat,Jagruti,reception,Report,high
Smart Jewel,bill date issue and loss bag option and sales report issue,Jagruti,reception,Report,high
Smart Jewel,design issue,sarika,reception,Support,V.Urgent
Smart Jewel,ledger issue,shubham,reception,Support,high
Smart Jewel,memo print option issue ,Heta,reception,Report,high
Smart Jewel,software close,krishna,reception,Support,high
Smart Jewel,report error,drashti,reception,Report,high
Smart Jewel,sale related issue,sarika,reception,Support,high
Smart Jewel,tag setting issue,krishna,reception,Tag,high
Smart Jewel,print out problem(urgent),Jagruti,reception,Report,V.Urgent
Smart Jewel,igi charge remove ,Heta,reception,Report,high
Smart Jewel,bag generate delete issue,drashti,reception,Report,high
Smart Jewel,report error(Call after 4:30 PM),Heta,reception,Report,high
Smart Jewel,pdf save problem,krishna,reception,Support,high
Smart Jewel,gst issue,krishna,reception,Support,high
Smart Jewel,reliance order issue,sarika,reception,Support,high
SJE Plus,New Tag,Sajeda,Sajeda,Tag,high
Smart Jewel,tag changes,krishna,reception,Tag,high
Smart Jewel,old order form edit problem(Urgent),krishna,reception,Support,V.Urgent
SJE Plus,software close,krishna,reception,Support,V.Urgent
Smart Jewel,report problem,Sajeda,reception,Report,high
Smart Jewel,ask material stock issue,sarika,reception,Support,high
Smart Jewel,in software error,Sajeda,reception,Support,V.Urgent
Smart Jewel,diamond material issue remove,krishna,reception,Support,V.Urgent
Smart Jewel,make purchase return,Jagruti,reception,Support,high
Smart Jewel,bill of entry print issue,Sajeda,reception,Report,high
Smart Jewel,master currency edit issue,krishna,reception,Support,high
Smart Jewel,last inward error,sarika,reception,Support,high
Smart Jewel,tag changes,drashti,reception,Support,high
Smart Jewel,ask loss recovery entry issue,manish,reception,Support,V.Urgent
Smart Jewel,bag print not preview,drashti,reception,Report,high
Smart Jewel,wanted to add vat number to the new company and invoice problem,Sajeda,reception,Report,high
Smart Jewel,report error,Heta,reception,Report,high
Smart Jewel,split and merge issue,Sajeda,reception,Support,high
Smart Jewel,material memo issue,krishna,reception,Support,high
Smart Jewel,jewellery inward edit problem(Urgent),krishna,reception,Support,V.Urgent
Smart Jewel,bag print not show proper,drashti,reception,Report,V.Urgent
Smart Jewel,font size small issue,Jagruti,reception,Support,high
Smart Jewel,Installation(Urgent),Jagruti,reception,Installation,V.Urgent
Smart Jewel,report error,Sajeda,reception,Report,V.Urgent
Smart Jewel,not take back up(urgent),sarika,reception,Support,V.Urgent
Smart Jewel,cut off data pan drive issue(Urgent),sarika,reception,Support,V.Urgent
Smart Jewel,manufacturing tick mark,krishna,reception,Support,high
Smart Jewel,invoice format issue(bill stop),drashti,reception,Report,V.Urgent
Smart Jewel,reset admin password,Sajeda,reception,Support,V.Urgent
Smart Jewel,production report not find,Sajeda,reception,Report,high
Smart Jewel,loss recovery issue,shubham,reception,Support,high
Smart Jewel,invoice packing list issue,Sajeda,reception,Report,high
Smart Jewel,recovery custom issue,krishna,reception,Support,high
Smart Jewel,new company create(v.urgent),krishna,reception,Support,V.Urgent
Smart Jewel,report changes,drashti,reception,Report,high
Smart Jewel,report problem,drashti,reception,Report,high
Smart Jewel,tag print not show,krishna,reception,Report,high
Smart Jewel,tax invoice format  issue,drashti,reception,Report,high
Smart Jewel,New Packing List Report Create ,drashti,drashti,Report,high
Smart Jewel,report correction,Heta,reception,Report,high
Smart Jewel,report changes,Jagruti,reception,Report,high
Smart Jewel,in style master  new number generate,sarika,reception,Report,high
Smart Jewel,ask some issue,krishna,reception,Support,high
Smart Jewel,export invoice total issue,Heta,reception,Report,high
Smart Jewel,entry delete(for export urgent),krishna,reception,Support,V.Urgent
Smart Jewel,purchase error,krishna,reception,Support,high
Smart Jewel,bag finish issue,Jagruti,reception,Support,high
Smart Jewel,memo process issue,sarika,reception,Support,high
Smart Jewel,bag issue,krishna,reception,Support,V.Urgent
Smart Jewel,login issue,krishna,reception,Support,V.Urgent
Smart Jewel,as per mail,sarika,reception,Support,high
Smart Jewel,installation,Sajeda,reception,Support,V.Urgent
Smart Jewel,tag issue(Urgent),Sajeda,reception,Support,high
Smart Jewel,print out changes,drashti,reception,Report,high
Smart Jewel,jewel code not show,krishna,reception,Support,high
Smart Jewel,style master update,sarika,reception,Support,high
Smart Jewel,jewelry report image not show(urgent),Heta,reception,Report,V.Urgent
Smart Jewel,repairing order issue,Sajeda,reception,Support,high
Smart Jewel,Report Rounding Not Show,Heta,Heta,Report,high
Smart Jewel,software close,Sajeda,reception,Support,high
Smart Jewel,out of memory issue,ashit,reception,Support,high
Smart Jewel,excel not download ,krishna,reception,Support,high
